,secID,tradeDate,PE,LFLO,NetProfitGrowRate,AccountsPayablesTRate,ROE,MoneyFlow20,PB,FiftyTwoWeekHigh,Gain
0,000002.XSHE,2019-01-31,-0.0159604627729,-0.253862328768,-0.282247785421,-1.48118767688,-0.605154896406,1.06707555341,-1.05956193177,0.366061764044,0.0086486486486485915
1,000063.XSHE,2019-01-31,-2.41448023224,-0.272360614312,-1.55410104095,0.0423904827882,-2.68759383203,1.27976881294,-0.704627705261,0.0459547247535,0.4818498259572353
2,000069.XSHE,2019-01-31,0.489341852258,-0.308823544593,-0.576075197235,-0.166875829639,0.799896051695,-0.200268001274,0.868103590041,0.0534388016098,0.081249999999999933
3,000100.XSHE,2019-01-31,0.052688711469,-0.718612586609,-0.237791712555,-0.104967928001,-0.452513829615,-0.265387510797,0.631351268253,-0.0195326367612,0.17454545454545453
4,000157.XSHE,2019-01-31,0.381970429996,-1.05924194069,-0.655830355992,0.0210753815777,1.74693506231,0.602726626194,1.62632611003,0.934369632428,0.12903225806451613
5,000338.XSHE,2019-01-31,-0.651307924269,-1.22899689863,0.198788447398,-0.395315114965,0.193415712252,-0.532116665958,-0.472964056392,1.92679365742,0.080225988700565076
6,000425.XSHE,2019-01-31,0.162640122204,-0.739194685706,0.2796466414,-0.244756146651,0.335764407375,-0.47929286257,0.925319324782,-2.65710865695,0.2085889570552148
7,000538.XSHE,2019-01-31,-0.106378872669,0.798099630522,0.120405858364,-0.663363488877,0.180110645533,-0.627381340836,-0.970431821454,-0.171707932302,0.094558085681204093
8,000568.XSHE,2019-01-31,0.161841339854,0.623173270016,0.0812732019905,-0.237834271947,-0.608983516134,0.206846809805,-0.483810115424,-0.50018317224,0.20084368408718067
9,000625.XSHE,2019-01-31,-0.321315686337,-0.459333132701,-0.490732367753,0.295624959634,2.53760129669,0.480830441792,1.17583105667,0.924113144916,0.13430851063829785
10,000651.XSHE,2019-01-31,-0.0919079836287,-0.662080195167,0.0647689200384,-0.432393147791,1.60604277551,1.00502358232,-0.0956980055476,-0.995360101463,0.073053892215568794
11,000768.XSHE,2019-01-31,1.13299840231,0.546369690806,-1.03541826502,-0.152478142375,-0.445694300209,-0.488830048054,-0.503045970881,-0.272743599367,0.16774658027357797
12,000858.XSHE,2019-01-31,-0.159430464576,0.0552088133192,0.177359830719,-0.495563739606,-0.347367005932,1.72640390903,-0.526493401459,-0.0467631969043,0.18573797678275294
13,000876.XSHE,2019-01-31,-0.656301148162,-0.0529611520796,0.238154885975,1.55391871735,-0.0384652411224,-0.0152463739483,-0.0662385499281,0.928138689247,0.33333333333333326
14,000895.XSHE,2019-01-31,-0.387884930825,0.823413977551,-0.220415275007,0.910480411439,1.28730494703,-0.387666415774,0.165536372326,0.590087980981,-0.034000000000000058
15,002007.XSHE,2019-01-31,-0.00653404133638,0.286770934699,-0.485209882562,2.19999028333,-0.428732233244,-1.0474673077,-0.640345009811,0.83937123041,0.15174055340672424
16,002024.XSHE,2019-01-31,-1.03211255957,0.256517725398,3.78589904724,0.691266724972,0.816872028151,0.172991423382,0.460912530671,0.12576827309,0.17579250720461095
17,002146.XSHE,2019-01-31,1.17767560234,-0.124924451943,-1.3580190876,0.354235352779,-1.99446365806,-0.528781238849,0.646799087362,0.23564654235,0.040305010893246299
18,002202.XSHE,2019-01-31,0.224527805195,-0.0965502107786,-0.757722860748,0.338170984185,-0.934097979052,-0.93483712542,-0.14425357127,0.886004169428,0.075486381322957249
19,002304.XSHE,2019-01-31,-0.0222448998752,0.739032126275,-0.285416949421,-0.0119019770201,-0.285648988321,0.423715525943,-0.607147912243,-0.91337212187,0.17513227513227511
20,002415.XSHE,2019-01-31,-0.492255982804,1.07261826629,-0.434018183392,0.368295648338,1.39972005344,1.76495633851,1.16600713724,0.0176016102632,0.14885114885114881
21,600009.XSHG,2019-01-31,-0.900193986639,0.384941583022,0.254503022738,0.117081641821,-0.66986811664,0.195616463002,-0.831807603039,-1.27165092335,0.16146044624746453
22,600010.XSHG,2019-01-31,-0.237955011208,-0.566163423088,2.03453023483,-0.0631960298486,0.586034120739,-1.26975998721,-0.866003628879,-0.830772294195,0.20408163265306126
23,600019.XSHG,2019-01-31,0.152978205238,0.414616067192,-1.00150622185,0.357734007582,-0.769579335146,-1.61126608753,0.298003431617,0.105664377396,0.069900142653352385
24,600028.XSHG,2019-01-31,-0.0484001725693,-0.418889587834,0.670034747219,0.357255627932,-0.1853645635,-1.02257541727,1.1442535577,1.51738261526,0.048865619546247706
25,600029.XSHG,2019-01-31,-0.117753874204,-1.02973744415,-0.97525718997,-0.61339947599,-0.111790597994,-1.63307107476,0.36149818307,-0.500462442225,0.17275280898876397
26,600031.XSHG,2019-01-31,-0.209042469853,0.285918996608,1.05446680085,-0.560193273425,-0.348894180395,-0.242650675219,-0.385167385853,1.54307953533,0.13925438596491244
27,600048.XSHG,2019-01-31,-0.265716472311,-0.136260662708,-0.11421648391,-0.581340927585,0.225700372139,1.32471653572,-0.465306431109,-0.751762632671,0.025621118012422364
28,600050.XSHG,2019-01-31,2.10667616644,1.05918390096,0.3592182521,-0.323692995549,-0.835271930026,-1.65306889856,0.141687910671,0.633242927173,0.21092278719397367
29,600066.XSHG,2019-01-31,-0.126897820217,0.883956649474,-0.150923483192,-0.128135017323,0.0270231534912,0.508947937735,-0.359623401347,-0.77420180307,0.21694036300777872
30,600068.XSHG,2019-01-31,0.305517621119,-0.372105671423,-0.529596397124,-0.213490620656,-1.09509333896,-0.342538445882,0.452917774298,-1.0293840189,0.14910858995137763
31,600085.XSHG,2019-01-31,0.416016332094,0.486748570967,0.126225320122,-0.454372371607,-0.603338498146,-0.0512284023744,-1.22072610539,-1.64008704896,0.10841546626231992
32,600104.XSHG,2019-01-31,-0.678074989865,0.622193110155,0.109043134472,0.447621804918,0.00947062660349,2.59341356325,-0.592098794001,-0.656275911963,0.064661654135338295
33,600111.XSHG,2019-01-31,1.42192252644,0.189404851219,-0.0444872975225,-0.506359166857,-0.815519189351,0.133451146632,-0.237246763702,-0.981443972403,0.24678362573099408
34,600115.XSHG,2019-01-31,0.208802806443,-0.552634950554,-0.930418946558,-0.6801258381,-0.573972710014,-1.56017497603,0.853915606768,-0.248414541354,0.16103379721669972
35,600118.XSHG,2019-01-31,0.332730722817,0.276821786866,-1.42857059899,-0.188371341521,-0.590252517939,0.371043067382,-0.0161664511184,-0.307258231877,0.25842696629213469
36,600177.XSHG,2019-01-31,-3.76278243491,0.927467771394,-2.53097735919,-1.32464346758,0.421724290232,0.900946619147,0.0253454294617,0.311189491183,0.11957950065703012
37,600196.XSHG,2019-01-31,0.250089350612,-0.357737499503,-0.700319077683,0.2113993,-0.579342292492,-0.566759700189,-1.58873588522,0.583374385123,0.23891519586741286
38,600208.XSHG,2019-01-31,0.29879999294,-0.485760921858,-1.02863074714,0.660815483536,2.40975175505,0.533628591071,2.36387157235,-1.15139682819,0.29328621908127211
39,600271.XSHG,2019-01-31,-0.907227159818,1.16408524293,-1.08522777172,3.15640076351,-0.308700946359,-0.343522122878,-1.01818956473,0.405652843601,0.16769420468557344
40,600276.XSHG,2019-01-31,0.986047914188,0.911515439914,-0.39522799664,0.56782025476,0.0722197898122,3.03874293148,2.38742253633,-0.256833885978,0.21761219305673174
41,600309.XSHG,2019-01-31,0.325389575291,0.516454326653,-0.262083229602,-0.4966577843,2.30953349234,1.72435472017,0.487501065816,0.597477317007,0.24984709480122305
42,600352.XSHG,2019-01-31,-0.145355991711,-0.578205176864,0.330146289483,-0.38449124782,0.980522728939,-1.40601279392,0.512356099245,0.50547997775,0.095862764883955523
43,600362.XSHG,2019-01-31,-0.454290134438,-1.05546164238,0.0898896993401,1.66705115384,0.133193140346,-0.792563010191,1.11124999009,-0.409952155215,0.17181612660135653
44,600383.XSHG,2019-01-31,0.0759127285037,-0.133282008003,0.613582206673,0.00773310009267,1.83907153836,-0.285605206329,0.415595454053,0.870673897514,0.031934306569343034
45,600406.XSHG,2019-01-31,-0.317017782752,-0.417576083598,-0.702827578508,-0.456093392479,0.384052607363,-0.276037024573,-0.275924404268,1.60603747217,-0.034986945169712701
46,600489.XSHG,2019-01-31,2.14074372255,0.0546962764029,0.177137735546,-0.366598066708,-0.136138458915,0.567406137753,-0.678323946882,-0.0905819680632,0.095838587641866313
47,600519.XSHG,2019-01-31,-0.401018148162,0.155528598321,-0.18670551773,-3.20481449946,1.18794055088,0.908832311294,1.29183278246,0.804809874021,0.094852088167053317
48,600547.XSHG,2019-01-31,0.128720149924,-0.54859207786,-0.672545729235,-0.532344504712,-0.66257281769,1.28481987439,-0.615641947136,2.44716153059,0.06258148631029993
49,600585.XSHG,2019-01-31,0.0843383935553,0.00107731543126,0.16411080214,0.107812543942,-0.456786652896,0.512852764451,0.178163661231,-0.0734359304839,0.091777024946104221
50,600588.XSHG,2019-01-31,-0.121383265721,1.27607224172,1.26761870509,-0.178920811762,-0.158656976094,0.282209650008,0.352943020824,-0.210872036643,0.26484018264840181
51,600660.XSHG,2019-01-31,-0.536223616288,0.512213730609,0.64584879222,0.0432854344092,0.359632566723,-0.562413667913,-0.91357730296,0.347487779228,0.042562338779019708
52,600690.XSHG,2019-01-31,-0.109821555281,0.313673575554,-0.177503527091,-0.132095782928,-0.492784553722,-0.618656054873,-0.577938853652,0.587392271421,0.030000000000000027
53,600703.XSHG,2019-01-31,-0.437872030554,1.43118879024,-0.216383573256,0.0226879132488,-0.44311715807,1.80735245021,-0.617347794304,-0.54295731732,0.4678899082568807
54,600741.XSHG,2019-01-31,-0.144015515174,1.24937888546,-0.302326625732,0.0453992142223,-0.366994809828,-0.0100917566469,-0.468627282668,0.451838615177,0.02671944581890149
55,600795.XSHG,2019-01-31,-0.178705162823,-0.155945226966,-0.679457259571,-1.05196679129,0.946201797059,0.87427790886,1.36927292744,-1.55416184704,0.10416666666666667
56,600887.XSHG,2019-01-31,-0.102208934277,0.131193788015,-0.329957331535,-0.319448634701,0.379939451209,1.04287972513,0.401533530528,-1.11047225993,0.1182795698924731
57,600893.XSHG,2019-01-31,0.178866340019,0.388559117095,-0.762986169898,-0.143301191512,-0.524785551788,0.0661251352971,-0.411101285971,-0.308178140504,0.14727272727272719
58,600900.XSHG,2019-01-31,-0.762060512466,-0.489585810248,-0.433941277281,2.45749187742,-0.586815728452,-1.67465116845,-0.775718293693,1.32164628697,-0.0079123554473523438
59,601006.XSHG,2019-01-31,-0.5909718187,0.728941142262,-0.0845239146557,-0.531094437301,-0.181999394965,-0.548943190504,0.682957097652,1.05717756045,0.044444444444444321
60,601088.XSHG,2019-01-31,0.932611997531,0.106305258963,-0.729325736798,-0.0796703579496,-0.992869762622,-1.37219463029,-0.0893141743388,-0.43987358383,0.030761472516389464
61,601111.XSHG,2019-01-31,-0.333629251681,-0.324398710895,-0.928148138202,-0.521303647013,-0.707081589653,-1.23432119375,0.232541877758,-0.642548561729,0.20341047503045065
62,601186.XSHG,2019-01-31,-0.384368589457,-0.191921954924,-0.435729777187,-0.0541317079357,0.0040313154331,2.19237198818,-0.319900503824,1.32772849689,0.12983151635282464
63,601390.XSHG,2019-01-31,0.123067512809,0.105732437993,-0.0273415407147,-0.183560784606,-0.0731897017981,-0.969493913837,0.127489055602,-0.99529512867,0.10014947683109117
64,601600.XSHG,2019-01-31,0.00852827192529,0.0160702327281,-1.10192558243,-0.355259754772,-0.358885516776,-0.655866585253,0.475441459372,0.334451936437,0.20679886685552409
65,601607.XSHG,2019-01-31,-0.0942164898637,-0.811756168788,-0.249642975927,-0.412718416201,0.351757111728,-0.833852747326,-0.477240105907,-0.744055418426,0.14409937888198759
66,601618.XSHG,2019-01-31,0.617162230084,0.278664947181,0.0370545902829,-0.17055391865,-0.888076682949,0.410726476862,0.606154890385,-0.547082522623,0.19178082191780824
67,601668.XSHG,2019-01-31,-0.626343550171,-0.0325227479569,-0.0404978697755,0.0998940319745,0.542082037294,-0.806603129768,-0.864611208832,1.92893076725,0.0049019607843137662
68,601766.XSHG,2019-01-31,-0.187046098649,0.123146601595,-1.40813876809,-0.0537772640321,-1.08785056731,-0.601614667289,-1.13955064588,-1.17877731682,0.10772833723653417
69,601857.XSHG,2019-01-31,0.913997162426,1.2175918449,0.892824286961,0.935035072251,-0.58952619256,-0.500670319951,-0.429318255405,-1.25522723705,0.06967213114754095
70,601888.XSHG,2019-01-31,-0.0598861481351,0.337368620144,0.245550407873,0.427553694561,0.233745871673,1.10325139223,0.470081459976,-0.261499039238,0.17064220183486234
71,601899.XSHG,2019-01-31,-1.02742970485,-0.0511707063373,0.153839501514,1.48830963178,-0.830627060573,-0.561503982963,-0.0838238271598,-1.18513775611,0.20134228187919467
72,601989.XSHG,2019-01-31,2.17639349858,-0.150600841365,2.00825603802,-0.159681141863,1.12176925979,-0.131827348159,0.323822213707,0.466994935833,0.21162790697674422
73,000333.XSHE,2019-01-31,-0.0668592704675,-0.110508987734,-0.143895200595,0.259482820193,-0.311197742455,1.68643062776,-0.563838175313,-0.102524709201,0.097633815759246498
74,000627.XSHE,2019-01-31,-0.860186197531,0.0850838364464,-1.04367333519,2.04108421577,0.789705895883,0.145827273364,-0.608847510993,-0.0786272115216,0.25945945945945953
75,000671.XSHE,2019-01-31,0.518255185473,-0.329268782636,0.379645789523,3.61909024399,-1.07181186048,0.153949170856,0.662145881777,-0.711685373637,0.21669626998223798
76,000725.XSHE,2019-01-31,-0.282992829688,0.197142464852,-1.70773486876,-0.117596652798,0.23756038921,1.3979627448,0.537625686548,-0.740906709931,0.58984375000000011
77,000786.XSHE,2019-01-31,0.156028812321,0.208368635912,-0.236005364736,-0.128679684844,-0.345211320981,-0.324190159956,-0.0203094977134,-0.620868295945,0.17841269841269833
78,000938.XSHE,2019-01-31,-0.395499872748,-1.82850522615,-0.839792924271,0.74596213282,-0.664941392578,-0.857621395424,-1.36507531147,-0.592347494252,0.28851174934725837
79,000961.XSHE,2019-01-31,0.0549170627222,0.792460307516,2.62967196094,-2.12245090981,-1.04072580591,-0.0267218303792,-0.307813092372,0.53245673629,0.26966292134831454
80,000963.XSHE,2019-01-31,0.161654661403,0.671274107164,-0.237881537572,0.101474442272,0.155231433094,-0.0821234570786,-1.15207908628,0.688160641231,0.19487372785525811
81,001979.XSHE,2019-01-31,0.28337499344,-1.7045224978,1.27887492532,0.176753074398,-0.340140635505,-0.805874106989,-0.893667778395,0.106722278427,0.1001556824078879
82,002008.XSHE,2019-01-31,-0.470332588141,0.32573043892,0.0244979581706,-0.319635611124,1.0131328235,-0.127950876797,-0.0788776339975,-0.773410411223,0.25974025974025983
83,002027.XSHE,2019-01-31,-0.0420086610736,1.2705794705,-0.115173690579,-0.247079979205,2.60355931062,1.64219981875,1.08828389645,0.324345533334,0.23897058823529407
84,002044.XSHE,2019-01-31,1.18790895925,0.803005738181,-0.147767432348,0.610221444568,-0.841203468452,-0.395882431027,-0.0416157230063,-0.328061003339,0.13442622950819677
85,002050.XSHE,2019-01-31,0.139436710494,0.320759172734,0.0985939882139,0.204732058028,-1.19403660655,-0.756148136062,-0.832947599206,-0.757859045866,0.10993975903614465
86,002153.XSHE,2019-01-31,0.738198282783,-0.16588118978,-0.49191853696,0.411297365383,-0.819170812655,-0.538202705329,-1.60642593961,-0.304364495881,0.15370770338372916
87,002230.XSHE,2019-01-31,2.40566170014,0.776396337138,-0.6882298798,-0.611721639579,-0.958271095026,3.43637307964,0.699952246222,-0.314012852396,0.30853792598021262
88,002236.XSHE,2019-01-31,-0.263817620261,-0.166174714937,-0.356031166582,-0.0014807884155,0.33121123316,0.612105721699,-0.62712125747,-0.338940221837,0.28074433656957937
89,002241.XSHE,2019-01-31,0.00804477470273,0.39749763656,-0.612928254255,-0.0308536035781,-0.497070820882,-0.686004847423,0.0188895778392,-0.447978568994,0.3393665158371042
90,002252.XSHE,2019-01-31,-1.81828187948,-0.240622907667,-2.08391364722,2.89913928594,-1.9152197082,0.276844707,-0.253119769743,1.52618714448,0.67353951890034358
91,002352.XSHE,2019-01-31,0.0499636206877,-0.404781741738,0.212615353331,0.271318437184,-0.717435093324,0.135400894548,-0.119445992334,-0.698669824067,0.21263791374122376
92,002456.XSHE,2019-01-31,-0.0378406010153,0.690687480864,-0.870021533616,-0.181999151792,-0.622109696219,1.13909659749,-0.344424699874,0.384513137494,0.38261738261738265
93,002460.XSHE,2019-01-31,-1.06785201503,-0.053926426194,0.0331963813812,-0.736707727825,2.31476063436,-0.0261955396597,0.585674837182,-0.623919091601,0.3847736625514403
94,002475.XSHE,2019-01-31,-0.572394968679,1.38458070599,0.0582631735314,-0.224434865897,-0.217219156149,-0.81073441693,-0.511627400846,0.881767556838,0.28100183262064737
95,002493.XSHE,2019-01-31,-0.144342728091,1.21613146515,-0.0803286144116,0.54692281572,-0.514744924806,0.0869013945067,-1.00359370732,1.35648462741,0.065589353612167431
96,002508.XSHE,2019-01-31,0.286273846806,0.402364983174,0.00972821754095,-0.0351337984058,0.391082925907,-1.16939012101,0.163737308286,-0.307403144375,0.019696347968814133
97,002555.XSHE,2019-01-31,-0.243283868182,0.707406669581,-0.638063660464,0.40000522807,-0.115830406489,-0.532450184846,-0.228222261214,0.375105369135,0.27861163227016889
98,002558.XSHE,2019-01-31,-0.17338805149,-1.26091024804,-0.182014265435,-0.133055536407,-0.450904646628,-0.544804095835,0.117530822928,-0.348069679347,0.12778065183652368
99,002594.XSHE,2019-01-31,0.344209629774,-0.851083546373,-0.273394413132,0.172904316198,-1.16237654571,0.467290398398,-1.59730052092,-0.44316642937,0.17427832830676424
